timestamp,action,side,price,quantity,rsi,stop_loss,take_profit,reason,pnl_pct,pnl_usdt,balance_before,balance_after,trade_duration_mins,signal_confirmed,confirmation_time_mins,recovered
2025-07-10T17:35:16.082222,OPEN,short,113541.92,0.000269,79.34715798595387,115812.7584,109000.2432,RSI Overbought + Confirmación,,,641.44612862,,,YES,0,NO
2025-07-10T17:38:17.999869,CLOSE,short,113579.21,0.000269,80.8664130172477,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.04%, rise desde min: 0.08%",-0.03284249552941165,-0.20096833190429392,,611.91553402,3.031960783333333,,0,
2025-07-10T18:01:12.193271,OPEN,short,113642.0,0.000269,77.60521094676741,115914.84,109096.31999999999,RSI Overbought + Confirmación,,,641.4329045,,,YES,0,NO
2025-07-10T18:03:14.089980,CLOSE,short,113647.99,0.000269,77.84997077763126,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.05%, rise desde min: 0.05%",-0.0052709385614519615,-0.032252052082488915,,611.8844245,2.0316118166666666,,0,
2025-07-10T18:12:24.249244,OPEN,short,113374.07,0.00027,66.33515567446025,115641.55140000001,108839.1072,RSI Overbought + Confirmación,,,642.4648124,,,YES,0,NO
2025-07-10T18:15:26.157166,CLOSE,short,113435.9,0.00027,54.534661968451125,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.07%, rise desde min: 0.07%",-0.0545362797683696,-0.3336726009185801,,611.8360151,3.0317987000000004,,0,
2025-07-10T20:51:07.014281,OPEN,short,113429.04,0.00027,58.92181724404684,115697.62079999999,108891.87839999999,RSI Overbought + Confirmación,,,642.43123006,,,YES,0,NO
2025-07-10T20:54:09.168522,CLOSE,short,113535.49,0.00027,65.70427486370964,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.03%, rise desde min: 0.09%",-0.0938472193716985,-0.5741353726881504,,611.77664776,3.035904016666667,,0,
2025-07-10T21:00:15.677012,OPEN,short,113398.3,0.00027,57.219758140945885,115666.266,108862.368,RSI Overbought + Confirmación,,,642.36356852,,,YES,0,NO
2025-07-10T21:02:17.105438,CLOSE,short,113510.55,0.00027,65.86496708222514,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.03%, rise desde min: 0.10%",-0.09898737459027164,-0.6055213285311155,,611.71571732,2.0238071,,0,
2025-07-10T21:20:05.954667,OPEN,short,116486.29,0.000263,94.25202738344376,118816.0158,111826.8384,RSI Overbought + Confirmación,,,641.9380897,,,YES,0,NO
2025-07-10T21:22:37.625593,CLOSE,short,115711.56,0.000263,81.27842850907662,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.14%, rise desde min: 0.14%",0.665082560359675,4.069327967158303,,611.8530555,2.5278487666666667,,0,
2025-07-10T21:29:45.412519,OPEN,short,115741.06,0.000264,81.84794794544183,118055.8812,111111.4176,RSI Overbought + Confirmación,,,641.91490596,,,YES,0,NO
2025-07-10T21:30:16.126749,CLOSE,short,115820.92,0.000264,81.81656866117412,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.07%, rise desde min: 0.07%",-0.06899884967357356,-0.4221399605519939,,611.80724396,0.5119038333333333,,0,
2025-07-10T21:35:52.850157,OPEN,short,116057.7,0.000264,81.57629866202146,118378.85399999999,111415.39199999999,RSI Overbought + Confirmación,,,641.95207096,,,YES,0,NO
2025-07-10T21:36:23.566971,CLOSE,short,116123.52,0.000264,82.89643201353276,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.06%, rise desde min: 0.06%",-0.05671316939764186,-0.3469486664530443,,611.76031976,0.5119469,,0,
2025-07-10T21:41:59.585134,OPEN,short,116300.63,0.000263,86.02662114352201,118626.6426,111648.6048,RSI Overbought + Confirmación,,,641.96959345,,,YES,0,NO
2025-07-10T21:43:00.539300,CLOSE,short,116617.68,0.000263,87.04995032273031,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.25%, rise desde min: 0.27%",-0.272612452744227,-1.6674313319530198,,611.64899665,1.0159027666666667,,0,
2025-07-10T21:51:10.166261,OPEN,short,116222.27,0.000263,79.84189012757139,118546.7154,111573.3792,RSI Overbought + Confirmación,,,641.83555607,,,YES,0,NO
2025-07-10T21:51:40.884820,CLOSE,short,116393.02,0.000263,83.02767729452384,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.15%, rise desde min: 0.15%",-0.14691676560783057,-0.8985038119811504,,611.57336827,0.5119759833333333,,0,
2025-07-10T21:57:17.576447,OPEN,short,116492.0,0.000262,86.0751827240114,118821.84,111832.31999999999,RSI Overbought + Confirmación,,,641.83100035,,,YES,0,NO
2025-07-10T22:00:49.724616,CLOSE,short,116364.73,0.000262,83.40907318525687,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.05%, rise desde min: 0.05%",0.10925213748583942,0.6681600386799178,,611.57617055,3.5358028166666666,,0,
2025-07-10T22:02:52.394485,OPEN,short,116235.26,0.000263,80.93284660151454,118559.96519999999,111585.84959999999,RSI Overbought + Confirmación,,,641.76471179,,,YES,0,NO
2025-07-10T22:05:24.325248,CLOSE,short,116307.23,0.000263,82.32148394877414,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.08%, rise desde min: 0.09%",-0.06191752829563178,-0.37864105927236724,,611.52482939,2.5321793833333337,,0,
2025-07-10T22:09:28.908391,OPEN,short,116301.27,0.000263,82.29724725058627,118627.2954,111649.2192,RSI Overbought + Confirmación,,,641.7344771,,,YES,0,NO
2025-07-10T22:13:01.064689,CLOSE,short,116132.82,0.000263,78.27371441469059,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.07%, rise desde min: 0.07%",0.14483934698219295,0.8857588515337211,,611.5457367,3.5359382999999998,,0,
2025-07-10T22:22:41.652923,OPEN,short,116120.01,0.000263,76.3076487422288,118442.4102,111475.20959999999,RSI Overbought + Confirmación,,,641.7067455,,,YES,0,NO
2025-07-10T22:28:45.683613,CLOSE,short,116000.0,0.000263,45.84087762274998,,,"Cambio de Tendencia: Tendencia alcista: 1 períodos, 0.02%, rise desde min: 0.08%",0.10334997387616034,0.6320334017147587,,611.5467455,6.067178166666666,,0,
